Gene_num,Gene_name,NodeType
640,FFAR2-TRAN,Gene-TRAN
641,FGF1-TRAN,Gene-TRAN
642,FGF10-TRAN,Gene-TRAN
643,FGF16-TRAN,Gene-TRAN
644,FGF17-TRAN,Gene-TRAN
645,FGF18-TRAN,Gene-TRAN
646,FGF19-TRAN,Gene-TRAN
647,FGF2-TRAN,Gene-TRAN
648,FGF20-TRAN,Gene-TRAN
649,FGF21-TRAN,Gene-TRAN
650,FGF22-TRAN,Gene-TRAN
651,FGF23-TRAN,Gene-TRAN
652,FGF3-TRAN,Gene-TRAN
653,FGF4-TRAN,Gene-TRAN
654,FGF5-TRAN,Gene-TRAN
655,FGF6-TRAN,Gene-TRAN
656,FGF7-TRAN,Gene-TRAN
657,FGF8-TRAN,Gene-TRAN
658,FGF9-TRAN,Gene-TRAN
659,FGFR1-TRAN,Gene-TRAN
660,FGFR2-TRAN,Gene-TRAN
661,FGFR3-TRAN,Gene-TRAN
662,FGFR4-TRAN,Gene-TRAN
663,FGR-TRAN,Gene-TRAN
664,FHL1-TRAN,Gene-TRAN
665,FLCN-TRAN,Gene-TRAN
666,FLNA-TRAN,Gene-TRAN
667,FLNB-TRAN,Gene-TRAN
668,FLNC-TRAN,Gene-TRAN
669,FLOT1-TRAN,Gene-TRAN
670,FLOT2-TRAN,Gene-TRAN
671,FLT1-TRAN,Gene-TRAN
672,FLT3-TRAN,Gene-TRAN
673,FLT3LG-TRAN,Gene-TRAN
674,FLT4-TRAN,Gene-TRAN
675,FMOD-TRAN,Gene-TRAN
676,FN1-TRAN,Gene-TRAN
677,FNIP1-TRAN,Gene-TRAN
678,FNIP2-TRAN,Gene-TRAN
679,FOS-TRAN,Gene-TRAN
680,FOSB-TRAN,Gene-TRAN
681,FOSL1-TRAN,Gene-TRAN
682,FOXO1-TRAN,Gene-TRAN
683,FOXO3-TRAN,Gene-TRAN
684,FOXO4-TRAN,Gene-TRAN
685,FOXO6-TRAN,Gene-TRAN
686,FPR1-TRAN,Gene-TRAN
687,FRAT1-TRAN,Gene-TRAN
688,FRAT2-TRAN,Gene-TRAN
689,FRMD1-TRAN,Gene-TRAN
690,FRMD6-TRAN,Gene-TRAN
691,FRS2-TRAN,Gene-TRAN
692,FSHB-TRAN,Gene-TRAN
693,FSHR-TRAN,Gene-TRAN
694,FST-TRAN,Gene-TRAN
695,FXYD1-TRAN,Gene-TRAN
696,FXYD2-TRAN,Gene-TRAN
697,FYB1-TRAN,Gene-TRAN
698,FYN-TRAN,Gene-TRAN
699,FZD1-TRAN,Gene-TRAN
700,FZD10-TRAN,Gene-TRAN
701,FZD2-TRAN,Gene-TRAN
702,FZD3-TRAN,Gene-TRAN
703,FZD4-TRAN,Gene-TRAN
704,FZD5-TRAN,Gene-TRAN
705,FZD6-TRAN,Gene-TRAN
706,FZD7-TRAN,Gene-TRAN
707,FZD8-TRAN,Gene-TRAN
708,FZD9-TRAN,Gene-TRAN
709,G6PC1-TRAN,Gene-TRAN
710,G6PC2-TRAN,Gene-TRAN
711,G6PC3-TRAN,Gene-TRAN
712,GAB1-TRAN,Gene-TRAN
713,GAB2-TRAN,Gene-TRAN
714,GABARAP-TRAN,Gene-TRAN
715,GABARAPL1-TRAN,Gene-TRAN
716,GABARAPL2-TRAN,Gene-TRAN
717,GABBR1-TRAN,Gene-TRAN
718,GABBR2-TRAN,Gene-TRAN
719,GADD45A-TRAN,Gene-TRAN
720,GADD45B-TRAN,Gene-TRAN
721,GADD45G-TRAN,Gene-TRAN
722,GALT-TRAN,Gene-TRAN
723,GAPDH-TRAN,Gene-TRAN
724,GAS1-TRAN,Gene-TRAN
725,GATA4-TRAN,Gene-TRAN
726,GCG-TRAN,Gene-TRAN
727,GCGR-TRAN,Gene-TRAN
728,GCK-TRAN,Gene-TRAN
729,GDF5-TRAN,Gene-TRAN
730,GDF6-TRAN,Gene-TRAN
731,GDF7-TRAN,Gene-TRAN
732,GDNF-TRAN,Gene-TRAN
733,GFAP-TRAN,Gene-TRAN
734,GH1-TRAN,Gene-TRAN
735,GH2-TRAN,Gene-TRAN
736,GHR-TRAN,Gene-TRAN
737,GHRL-TRAN,Gene-TRAN
738,GHSR-TRAN,Gene-TRAN
739,GIP-TRAN,Gene-TRAN
740,GIPR-TRAN,Gene-TRAN
741,GK-TRAN,Gene-TRAN
742,GK2-TRAN,Gene-TRAN
743,GLI1-TRAN,Gene-TRAN
744,GLI2-TRAN,Gene-TRAN
745,GLI3-TRAN,Gene-TRAN
746,GLP1R-TRAN,Gene-TRAN
747,GNA11-TRAN,Gene-TRAN
748,GNA12-TRAN,Gene-TRAN
749,GNA13-TRAN,Gene-TRAN
750,GNA14-TRAN,Gene-TRAN
751,GNA15-TRAN,Gene-TRAN
752,GNAI1-TRAN,Gene-TRAN
753,GNAI2-TRAN,Gene-TRAN
754,GNAI3-TRAN,Gene-TRAN
755,GNAL-TRAN,Gene-TRAN
756,GNAO1-TRAN,Gene-TRAN
757,GNAQ-TRAN,Gene-TRAN
758,GNAS-TRAN,Gene-TRAN
759,GNB1-TRAN,Gene-TRAN
760,GNB2-TRAN,Gene-TRAN
761,GNB3-TRAN,Gene-TRAN
762,GNB4-TRAN,Gene-TRAN
763,GNB5-TRAN,Gene-TRAN
764,GNG10-TRAN,Gene-TRAN
765,GNG11-TRAN,Gene-TRAN
766,GNG12-TRAN,Gene-TRAN
767,GNG13-TRAN,Gene-TRAN
768,GNG2-TRAN,Gene-TRAN
769,GNG3-TRAN,Gene-TRAN
770,GNG4-TRAN,Gene-TRAN
771,GNG5-TRAN,Gene-TRAN
772,GNG7-TRAN,Gene-TRAN
773,GNG8-TRAN,Gene-TRAN
774,GNGT1-TRAN,Gene-TRAN
775,GNGT2-TRAN,Gene-TRAN
776,GNRH1-TRAN,Gene-TRAN
777,GNRH2-TRAN,Gene-TRAN
778,GNRHR-TRAN,Gene-TRAN
779,GPC4-TRAN,Gene-TRAN
780,GPER1-TRAN,Gene-TRAN
781,GPR119-TRAN,Gene-TRAN
782,GPR161-TRAN,Gene-TRAN
783,GPRC6A-TRAN,Gene-TRAN
784,GRAP2-TRAN,Gene-TRAN
785,GRB10-TRAN,Gene-TRAN
786,GRB2-TRAN,Gene-TRAN
787,GREM1-TRAN,Gene-TRAN
788,GREM2-TRAN,Gene-TRAN
789,GRIA1-TRAN,Gene-TRAN
790,GRIA2-TRAN,Gene-TRAN
791,GRIA3-TRAN,Gene-TRAN
792,GRIA4-TRAN,Gene-TRAN
793,GRIN1-TRAN,Gene-TRAN
794,GRIN2A-TRAN,Gene-TRAN
795,GRIN2B-TRAN,Gene-TRAN
796,GRIN2C-TRAN,Gene-TRAN
797,GRIN2D-TRAN,Gene-TRAN
798,GRIN3A-TRAN,Gene-TRAN
799,GRIN3B-TRAN,Gene-TRAN
800,GRK1-TRAN,Gene-TRAN
801,GRK2-TRAN,Gene-TRAN
802,GRK3-TRAN,Gene-TRAN
803,GRK4-TRAN,Gene-TRAN
804,GRK5-TRAN,Gene-TRAN
805,GRK6-TRAN,Gene-TRAN
806,GRK7-TRAN,Gene-TRAN
807,GRM1-TRAN,Gene-TRAN
808,GRM2-TRAN,Gene-TRAN
809,GRM3-TRAN,Gene-TRAN
810,GRM4-TRAN,Gene-TRAN
811,GRM5-TRAN,Gene-TRAN
812,GRM6-TRAN,Gene-TRAN
813,GRM7-TRAN,Gene-TRAN
814,GRM8-TRAN,Gene-TRAN
815,GRPR-TRAN,Gene-TRAN
816,GSDMD-TRAN,Gene-TRAN
817,GSK3A-TRAN,Gene-TRAN
818,GSK3B-TRAN,Gene-TRAN
819,GTF2I-TRAN,Gene-TRAN
820,GTF2IRD1-TRAN,Gene-TRAN
821,GTSE1-TRAN,Gene-TRAN
822,GUCY1A1-TRAN,Gene-TRAN
823,GUCY1A2-TRAN,Gene-TRAN
824,GUCY1B1-TRAN,Gene-TRAN
825,GYS1-TRAN,Gene-TRAN
826,GYS2-TRAN,Gene-TRAN
827,HAMP-TRAN,Gene-TRAN
828,HBEGF-TRAN,Gene-TRAN
829,HCAR1-TRAN,Gene-TRAN
830,HCAR2-TRAN,Gene-TRAN
831,HCAR3-TRAN,Gene-TRAN
832,HCK-TRAN,Gene-TRAN
833,HCN2-TRAN,Gene-TRAN
834,HCN4-TRAN,Gene-TRAN
835,HDAC1-TRAN,Gene-TRAN
836,HDAC2-TRAN,Gene-TRAN
837,HDAC3-TRAN,Gene-TRAN
838,HDAC4-TRAN,Gene-TRAN
839,HDAC5-TRAN,Gene-TRAN
840,HES1-TRAN,Gene-TRAN
841,HES5-TRAN,Gene-TRAN
842,HEY1-TRAN,Gene-TRAN
843,HEY2-TRAN,Gene-TRAN
844,HEYL-TRAN,Gene-TRAN
845,HGF-TRAN,Gene-TRAN
846,HHAT-TRAN,Gene-TRAN
847,HHATL-TRAN,Gene-TRAN
848,HHIP-TRAN,Gene-TRAN
849,HIF1A-TRAN,Gene-TRAN
850,HJV-TRAN,Gene-TRAN
851,HK1-TRAN,Gene-TRAN
852,HK2-TRAN,Gene-TRAN
853,HK3-TRAN,Gene-TRAN
854,HKDC1-TRAN,Gene-TRAN
855,HMGCR-TRAN,Gene-TRAN
856,HMGCS1-TRAN,Gene-TRAN
857,HMGCS2-TRAN,Gene-TRAN
858,HMOX1-TRAN,Gene-TRAN
859,HNF4A-TRAN,Gene-TRAN
860,HOMER1-TRAN,Gene-TRAN
861,HOMER2-TRAN,Gene-TRAN
862,HOMER3-TRAN,Gene-TRAN
863,HRAS-TRAN,Gene-TRAN
864,HRC-TRAN,Gene-TRAN
865,HRH1-TRAN,Gene-TRAN
866,HRH2-TRAN,Gene-TRAN
867,HSP90AA1-TRAN,Gene-TRAN
868,HSP90AB1-TRAN,Gene-TRAN
869,HSP90B1-TRAN,Gene-TRAN
870,HSPA1A-TRAN,Gene-TRAN
871,HSPA1B-TRAN,Gene-TRAN
872,HSPA1L-TRAN,Gene-TRAN
873,HSPA2-TRAN,Gene-TRAN
874,HSPA6-TRAN,Gene-TRAN
875,HSPA8-TRAN,Gene-TRAN
876,HSPB1-TRAN,Gene-TRAN
877,HTR1A-TRAN,Gene-TRAN
878,HTR1B-TRAN,Gene-TRAN
879,HTR1D-TRAN,Gene-TRAN
880,HTR1E-TRAN,Gene-TRAN
881,HTR1F-TRAN,Gene-TRAN
882,HTR2A-TRAN,Gene-TRAN
883,HTR2B-TRAN,Gene-TRAN
884,HTR2C-TRAN,Gene-TRAN
885,HTR4-TRAN,Gene-TRAN
886,HTR5A-TRAN,Gene-TRAN
887,HTR6-TRAN,Gene-TRAN
888,HTR7-TRAN,Gene-TRAN
889,IBSP-TRAN,Gene-TRAN
890,ICAM1-TRAN,Gene-TRAN
891,ICOS-TRAN,Gene-TRAN
892,ID1-TRAN,Gene-TRAN
893,ID2-TRAN,Gene-TRAN
894,ID3-TRAN,Gene-TRAN
895,ID4-TRAN,Gene-TRAN
896,IFI16-TRAN,Gene-TRAN
897,IFIH1-TRAN,Gene-TRAN
898,IFNA1-TRAN,Gene-TRAN
899,IFNA10-TRAN,Gene-TRAN
900,IFNA13-TRAN,Gene-TRAN
901,IFNA14-TRAN,Gene-TRAN
902,IFNA16-TRAN,Gene-TRAN
903,IFNA17-TRAN,Gene-TRAN
904,IFNA2-TRAN,Gene-TRAN
905,IFNA21-TRAN,Gene-TRAN
906,IFNA4-TRAN,Gene-TRAN
907,IFNA5-TRAN,Gene-TRAN
908,IFNA6-TRAN,Gene-TRAN
909,IFNA7-TRAN,Gene-TRAN
910,IFNA8-TRAN,Gene-TRAN
911,IFNAR1-TRAN,Gene-TRAN
912,IFNAR2-TRAN,Gene-TRAN
913,IFNB1-TRAN,Gene-TRAN
914,IFNE-TRAN,Gene-TRAN
915,IFNG-TRAN,Gene-TRAN
916,IFNGR1-TRAN,Gene-TRAN
917,IFNGR2-TRAN,Gene-TRAN
918,IFNK-TRAN,Gene-TRAN
919,IFNL1-TRAN,Gene-TRAN
920,IFNL2-TRAN,Gene-TRAN
921,IFNL3-TRAN,Gene-TRAN
922,IFNLR1-TRAN,Gene-TRAN
923,IFNW1-TRAN,Gene-TRAN
924,IGF1-TRAN,Gene-TRAN
925,IGF1R-TRAN,Gene-TRAN
926,IGF2-TRAN,Gene-TRAN
927,IGFBP3-TRAN,Gene-TRAN
928,IHH-TRAN,Gene-TRAN
929,IKBKB-TRAN,Gene-TRAN
930,IKBKE-TRAN,Gene-TRAN
931,IKBKG-TRAN,Gene-TRAN
932,IL10-TRAN,Gene-TRAN
933,IL10RA-TRAN,Gene-TRAN
934,IL10RB-TRAN,Gene-TRAN
935,IL11-TRAN,Gene-TRAN
936,IL11RA-TRAN,Gene-TRAN
937,IL12A-TRAN,Gene-TRAN
938,IL12B-TRAN,Gene-TRAN
939,IL12RB1-TRAN,Gene-TRAN
940,IL12RB2-TRAN,Gene-TRAN
941,IL13-TRAN,Gene-TRAN
942,IL13RA1-TRAN,Gene-TRAN
943,IL13RA2-TRAN,Gene-TRAN
944,IL15-TRAN,Gene-TRAN
945,IL15RA-TRAN,Gene-TRAN
946,IL17A-TRAN,Gene-TRAN
947,IL17B-TRAN,Gene-TRAN
948,IL17C-TRAN,Gene-TRAN
949,IL17D-TRAN,Gene-TRAN
950,IL17F-TRAN,Gene-TRAN
951,IL17RA-TRAN,Gene-TRAN
952,IL17RB-TRAN,Gene-TRAN
953,IL17RC-TRAN,Gene-TRAN
954,IL17RE-TRAN,Gene-TRAN
955,IL18-TRAN,Gene-TRAN
956,IL19-TRAN,Gene-TRAN
957,IL1A-TRAN,Gene-TRAN
958,IL1B-TRAN,Gene-TRAN
959,IL1R1-TRAN,Gene-TRAN
960,IL1RAP-TRAN,Gene-TRAN
961,IL2-TRAN,Gene-TRAN
962,IL20-TRAN,Gene-TRAN
963,IL20RA-TRAN,Gene-TRAN
964,IL20RB-TRAN,Gene-TRAN
965,IL21-TRAN,Gene-TRAN
966,IL21R-TRAN,Gene-TRAN
967,IL22-TRAN,Gene-TRAN
968,IL22RA1-TRAN,Gene-TRAN
969,IL22RA2-TRAN,Gene-TRAN
970,IL23A-TRAN,Gene-TRAN
971,IL23R-TRAN,Gene-TRAN
972,IL24-TRAN,Gene-TRAN
973,IL25-TRAN,Gene-TRAN
974,IL27RA-TRAN,Gene-TRAN
975,IL2RA-TRAN,Gene-TRAN
976,IL2RB-TRAN,Gene-TRAN
977,IL2RG-TRAN,Gene-TRAN
978,IL3-TRAN,Gene-TRAN
979,IL3RA-TRAN,Gene-TRAN
980,IL4-TRAN,Gene-TRAN
981,IL4R-TRAN,Gene-TRAN
982,IL5-TRAN,Gene-TRAN
983,IL5RA-TRAN,Gene-TRAN
984,IL6-TRAN,Gene-TRAN
985,IL6R-TRAN,Gene-TRAN
986,IL6ST-TRAN,Gene-TRAN
987,IL7-TRAN,Gene-TRAN
988,IL7R-TRAN,Gene-TRAN
989,IL9-TRAN,Gene-TRAN
990,IL9R-TRAN,Gene-TRAN
991,ILK-TRAN,Gene-TRAN
992,INHBA-TRAN,Gene-TRAN
993,INHBB-TRAN,Gene-TRAN
994,INHBC-TRAN,Gene-TRAN
995,INHBE-TRAN,Gene-TRAN
996,INPP5A-TRAN,Gene-TRAN
997,INPP5D-TRAN,Gene-TRAN
998,INPPL1-TRAN,Gene-TRAN
999,INS-TRAN,Gene-TRAN
1000,INSL3-TRAN,Gene-TRAN
1001,INSL5-TRAN,Gene-TRAN
1002,INSR-TRAN,Gene-TRAN
1003,INVS-TRAN,Gene-TRAN
1004,IQCE-TRAN,Gene-TRAN
1005,IRAG1-TRAN,Gene-TRAN
1006,IRAK1-TRAN,Gene-TRAN
1007,IRAK2-TRAN,Gene-TRAN
1008,IRAK3-TRAN,Gene-TRAN
1009,IRAK4-TRAN,Gene-TRAN
1010,IRF1-TRAN,Gene-TRAN
1011,IRF3-TRAN,Gene-TRAN
1012,IRF5-TRAN,Gene-TRAN
1013,IRF7-TRAN,Gene-TRAN
1014,IRF9-TRAN,Gene-TRAN
1015,IRS1-TRAN,Gene-TRAN
1016,IRS2-TRAN,Gene-TRAN
1017,IRS4-TRAN,Gene-TRAN
1018,ISG15-TRAN,Gene-TRAN
1019,ITCH-TRAN,Gene-TRAN
1020,ITGA1-TRAN,Gene-TRAN
1021,ITGA10-TRAN,Gene-TRAN
1022,ITGA11-TRAN,Gene-TRAN
1023,ITGA2-TRAN,Gene-TRAN
1024,ITGA2B-TRAN,Gene-TRAN
1025,ITGA3-TRAN,Gene-TRAN
1026,ITGA4-TRAN,Gene-TRAN
1027,ITGA5-TRAN,Gene-TRAN
1028,ITGA6-TRAN,Gene-TRAN
1029,ITGA7-TRAN,Gene-TRAN
1030,ITGA8-TRAN,Gene-TRAN
1031,ITGA9-TRAN,Gene-TRAN
1032,ITGAL-TRAN,Gene-TRAN
1033,ITGAM-TRAN,Gene-TRAN
1034,ITGAV-TRAN,Gene-TRAN
1035,ITGB1-TRAN,Gene-TRAN
1036,ITGB2-TRAN,Gene-TRAN
1037,ITGB3-TRAN,Gene-TRAN
1038,ITGB4-TRAN,Gene-TRAN
1039,ITGB5-TRAN,Gene-TRAN
1040,ITGB6-TRAN,Gene-TRAN
1041,ITGB7-TRAN,Gene-TRAN
1042,ITGB8-TRAN,Gene-TRAN
1043,ITK-TRAN,Gene-TRAN
1044,ITPKA-TRAN,Gene-TRAN
1045,ITPKB-TRAN,Gene-TRAN
1046,ITPKC-TRAN,Gene-TRAN
1047,ITPR1-TRAN,Gene-TRAN
1048,ITPR2-TRAN,Gene-TRAN
1049,ITPR3-TRAN,Gene-TRAN
1050,JAG1-TRAN,Gene-TRAN
1051,JAG2-TRAN,Gene-TRAN
1052,JAK1-TRAN,Gene-TRAN
1053,JAK2-TRAN,Gene-TRAN
1054,JAK3-TRAN,Gene-TRAN
1055,JMJD7-PLA2G4B-TRAN,Gene-TRAN
1056,JUN-TRAN,Gene-TRAN
1057,JUND-TRAN,Gene-TRAN
1058,KAT2A-TRAN,Gene-TRAN
1059,KAT2B-TRAN,Gene-TRAN
1060,KCNJ12-TRAN,Gene-TRAN
1061,KCNJ14-TRAN,Gene-TRAN
1062,KCNJ18-TRAN,Gene-TRAN
1063,KCNJ2-TRAN,Gene-TRAN
1064,KCNJ3-TRAN,Gene-TRAN
1065,KCNJ4-TRAN,Gene-TRAN
1066,KCNJ5-TRAN,Gene-TRAN
1067,KCNJ6-TRAN,Gene-TRAN
1068,KCNJ8-TRAN,Gene-TRAN
1069,KCNJ9-TRAN,Gene-TRAN
1070,KCNMA1-TRAN,Gene-TRAN
1071,KCNMB1-TRAN,Gene-TRAN
1072,KCNMB2-TRAN,Gene-TRAN
1073,KCNMB3-TRAN,Gene-TRAN
1074,KCNMB4-TRAN,Gene-TRAN
1075,KCNU1-TRAN,Gene-TRAN
1076,KDR-TRAN,Gene-TRAN
1077,KIDINS220-TRAN,Gene-TRAN
1078,KIF3A-TRAN,Gene-TRAN
1079,KIF7-TRAN,Gene-TRAN
1080,KIT-TRAN,Gene-TRAN
1081,KITLG-TRAN,Gene-TRAN
1082,KLF2-TRAN,Gene-TRAN
1083,KLF4-TRAN,Gene-TRAN
1084,KNG1-TRAN,Gene-TRAN
1085,KRAS-TRAN,Gene-TRAN
1086,KRIT1-TRAN,Gene-TRAN
1087,KRT10-TRAN,Gene-TRAN
1088,KRT12-TRAN,Gene-TRAN
1089,KRT13-TRAN,Gene-TRAN
1090,KRT14-TRAN,Gene-TRAN
1091,KRT15-TRAN,Gene-TRAN
1092,KRT16-TRAN,Gene-TRAN
1093,KRT17-TRAN,Gene-TRAN
1094,KRT18-TRAN,Gene-TRAN
1095,KRT19-TRAN,Gene-TRAN
1096,KRT20-TRAN,Gene-TRAN
1097,KRT23-TRAN,Gene-TRAN
1098,KRT24-TRAN,Gene-TRAN
1099,KRT25-TRAN,Gene-TRAN
1100,KRT26-TRAN,Gene-TRAN
1101,KRT27-TRAN,Gene-TRAN
1102,KRT28-TRAN,Gene-TRAN
1103,KRT31-TRAN,Gene-TRAN
1104,KRT32-TRAN,Gene-TRAN
1105,KRT33A-TRAN,Gene-TRAN
1106,KRT33B-TRAN,Gene-TRAN
1107,KRT34-TRAN,Gene-TRAN
1108,KRT35-TRAN,Gene-TRAN
1109,KRT36-TRAN,Gene-TRAN
1110,KRT37-TRAN,Gene-TRAN
1111,KRT38-TRAN,Gene-TRAN
1112,KRT39-TRAN,Gene-TRAN
1113,KRT40-TRAN,Gene-TRAN
1114,KRT9-TRAN,Gene-TRAN
1115,KSR1-TRAN,Gene-TRAN
1116,KSR2-TRAN,Gene-TRAN
1117,LAMA1-TRAN,Gene-TRAN
1118,LAMA2-TRAN,Gene-TRAN
1119,LAMA3-TRAN,Gene-TRAN
1120,LAMA4-TRAN,Gene-TRAN
1121,LAMA5-TRAN,Gene-TRAN
1122,LAMB1-TRAN,Gene-TRAN
1123,LAMB2-TRAN,Gene-TRAN
1124,LAMB3-TRAN,Gene-TRAN
1125,LAMB4-TRAN,Gene-TRAN
1126,LAMC1-TRAN,Gene-TRAN
1127,LAMC2-TRAN,Gene-TRAN
1128,LAMC3-TRAN,Gene-TRAN
1129,LAMTOR1-TRAN,Gene-TRAN
1130,LAMTOR2-TRAN,Gene-TRAN
1131,LAMTOR3-TRAN,Gene-TRAN
1132,LAMTOR4-TRAN,Gene-TRAN
1133,LAMTOR5-TRAN,Gene-TRAN
1134,LAT-TRAN,Gene-TRAN
1135,LATS1-TRAN,Gene-TRAN
1136,LATS2-TRAN,Gene-TRAN
1137,LCK-TRAN,Gene-TRAN
1138,LCN2-TRAN,Gene-TRAN
1139,LCP2-TRAN,Gene-TRAN
1140,LDHA-TRAN,Gene-TRAN
1141,LDHAL6A-TRAN,Gene-TRAN
1142,LDHAL6B-TRAN,Gene-TRAN
1143,LDHB-TRAN,Gene-TRAN
1144,LDHC-TRAN,Gene-TRAN
1145,LEF1-TRAN,Gene-TRAN
1146,LEFTY1-TRAN,Gene-TRAN
1147,LEFTY2-TRAN,Gene-TRAN
1148,LEP-TRAN,Gene-TRAN
1149,LEPR-TRAN,Gene-TRAN
1150,LFNG-TRAN,Gene-TRAN
1151,LGR4-TRAN,Gene-TRAN
1152,LGR5-TRAN,Gene-TRAN
1153,LGR6-TRAN,Gene-TRAN
1154,LHB-TRAN,Gene-TRAN
1155,LHCGR-TRAN,Gene-TRAN
1156,LIF-TRAN,Gene-TRAN
1157,LIFR-TRAN,Gene-TRAN
1158,LILRA1-TRAN,Gene-TRAN
1159,LILRA2-TRAN,Gene-TRAN
1160,LILRA4-TRAN,Gene-TRAN
1161,LILRA5-TRAN,Gene-TRAN
1162,LILRA6-TRAN,Gene-TRAN
1163,LILRB1-TRAN,Gene-TRAN
1164,LILRB2-TRAN,Gene-TRAN
1165,LILRB3-TRAN,Gene-TRAN
1166,LILRB4-TRAN,Gene-TRAN
1167,LILRB5-TRAN,Gene-TRAN
1168,LIMD1-TRAN,Gene-TRAN
1169,LIPE-TRAN,Gene-TRAN
1170,LLGL1-TRAN,Gene-TRAN
1171,LLGL2-TRAN,Gene-TRAN
1172,LPAR1-TRAN,Gene-TRAN
1173,LPAR2-TRAN,Gene-TRAN
1174,LPAR3-TRAN,Gene-TRAN
1175,LPAR4-TRAN,Gene-TRAN
1176,LPAR5-TRAN,Gene-TRAN
1177,LPAR6-TRAN,Gene-TRAN
1178,LPIN1-TRAN,Gene-TRAN
1179,LPIN2-TRAN,Gene-TRAN
1180,LPIN3-TRAN,Gene-TRAN
1181,LPL-TRAN,Gene-TRAN
1182,LRP2-TRAN,Gene-TRAN
1183,LRP5-TRAN,Gene-TRAN
1184,LRP6-TRAN,Gene-TRAN
1185,LSP1-TRAN,Gene-TRAN
1186,LTA-TRAN,Gene-TRAN
1187,LTB-TRAN,Gene-TRAN
1188,LTB4R2-TRAN,Gene-TRAN
1189,LTBP1-TRAN,Gene-TRAN
1190,LTBR-TRAN,Gene-TRAN
1191,LY96-TRAN,Gene-TRAN
1192,LYN-TRAN,Gene-TRAN
1193,MAGED1-TRAN,Gene-TRAN
1194,MAGI1-TRAN,Gene-TRAN
1195,MAGI2-TRAN,Gene-TRAN
1196,MAGI3-TRAN,Gene-TRAN
1197,MALT1-TRAN,Gene-TRAN
1198,MAML1-TRAN,Gene-TRAN
1199,MAML2-TRAN,Gene-TRAN
1200,MAML3-TRAN,Gene-TRAN
1201,MAP2K1-TRAN,Gene-TRAN
1202,MAP2K2-TRAN,Gene-TRAN
1203,MAP2K3-TRAN,Gene-TRAN
1204,MAP2K4-TRAN,Gene-TRAN
1205,MAP2K5-TRAN,Gene-TRAN
1206,MAP2K6-TRAN,Gene-TRAN
1207,MAP2K7-TRAN,Gene-TRAN
1208,MAP3K1-TRAN,Gene-TRAN
1209,MAP3K11-TRAN,Gene-TRAN
1210,MAP3K12-TRAN,Gene-TRAN
1211,MAP3K13-TRAN,Gene-TRAN
1212,MAP3K14-TRAN,Gene-TRAN
1213,MAP3K2-TRAN,Gene-TRAN
1214,MAP3K20-TRAN,Gene-TRAN
1215,MAP3K3-TRAN,Gene-TRAN
1216,MAP3K4-TRAN,Gene-TRAN
1217,MAP3K5-TRAN,Gene-TRAN
1218,MAP3K6-TRAN,Gene-TRAN
1219,MAP3K7-TRAN,Gene-TRAN
1220,MAP3K8-TRAN,Gene-TRAN
1221,MAP4K1-TRAN,Gene-TRAN
1222,MAP4K2-TRAN,Gene-TRAN
1223,MAP4K3-TRAN,Gene-TRAN
1224,MAP4K4-TRAN,Gene-TRAN
1225,MAPK1-TRAN,Gene-TRAN
1226,MAPK10-TRAN,Gene-TRAN
1227,MAPK11-TRAN,Gene-TRAN
1228,MAPK12-TRAN,Gene-TRAN
1229,MAPK13-TRAN,Gene-TRAN
1230,MAPK14-TRAN,Gene-TRAN
1231,MAPK15-TRAN,Gene-TRAN
1232,MAPK3-TRAN,Gene-TRAN
1233,MAPK4-TRAN,Gene-TRAN
1234,MAPK6-TRAN,Gene-TRAN
1235,MAPK7-TRAN,Gene-TRAN
1236,MAPK8-TRAN,Gene-TRAN
1237,MAPK8IP1-TRAN,Gene-TRAN
1238,MAPK8IP2-TRAN,Gene-TRAN
1239,MAPK8IP3-TRAN,Gene-TRAN
1240,MAPK9-TRAN,Gene-TRAN
1241,MAPKAP1-TRAN,Gene-TRAN
1242,MAPKAPK2-TRAN,Gene-TRAN
1243,MAPKAPK3-TRAN,Gene-TRAN
1244,MAPKAPK5-TRAN,Gene-TRAN
1245,MAPT-TRAN,Gene-TRAN
1246,MATK-TRAN,Gene-TRAN
1247,MAVS-TRAN,Gene-TRAN
1248,MAX-TRAN,Gene-TRAN
1249,MC2R-TRAN,Gene-TRAN
1250,MCL1-TRAN,Gene-TRAN
1251,MCOLN1-TRAN,Gene-TRAN
1252,MCOLN2-TRAN,Gene-TRAN
1253,MCOLN3-TRAN,Gene-TRAN
1254,MDM2-TRAN,Gene-TRAN
1255,MDM4-TRAN,Gene-TRAN
1256,ME1-TRAN,Gene-TRAN
1257,ME3-TRAN,Gene-TRAN
1258,MECOM-TRAN,Gene-TRAN
1259,MED1-TRAN,Gene-TRAN
1260,MED12-TRAN,Gene-TRAN
1261,MED12L-TRAN,Gene-TRAN
1262,MED13-TRAN,Gene-TRAN
1263,MED13L-TRAN,Gene-TRAN
1264,MED14-TRAN,Gene-TRAN
1265,MED16-TRAN,Gene-TRAN
1266,MED17-TRAN,Gene-TRAN
1267,MED24-TRAN,Gene-TRAN
1268,MED27-TRAN,Gene-TRAN
1269,MED30-TRAN,Gene-TRAN
1270,MED4-TRAN,Gene-TRAN
1271,MEF2A-TRAN,Gene-TRAN
1272,MEF2B-TRAN,Gene-TRAN
1273,MEF2C-TRAN,Gene-TRAN
1274,MEF2D-TRAN,Gene-TRAN
